inputfile,outputfile,vowel,interval,duration,start,end,previous_sound,next_sound,omit,word,word_interval,word_start,word_end,previous_word,next_word,comment1,comment2
KLH014a,KLH014a_1527,a,3485,0.03934755173020221,864.7871,864.8264475517302,l,k,0,māla,1196,864.5610590052509,864.8264475517302,-,kō,,
KLH014a,KLH014a_1528,ō,3487,0.12972666968482827,864.9900896906137,865.1198163602985,k,i,0,kō,1197,864.8264475517302,865.1198163602985,māla,i,,
KLH014a,KLH014a_1529,i,3488,0.06783093839726462,865.1198163602985,865.1876472986958,ō,k,0,i,1198,865.1198163602985,865.1876472986958,kō,kēia,,
KLH014a,KLH014a_1530,ēi,3490,0.10259429432585421,865.3207655153005,865.4233598096264,k,a,0,kēia,1199,865.1876472986958,865.4259034698163,i,manawa,,
KLH014a,--,a,3491,0.0025436601898718436,865.4233598096264,865.4259034698163,ēi,m,1,kēia,1199,865.1876472986958,865.4259034698163,i,manawa,,
KLH014a,KLH014a_1531,a,3493,0.038154902848418715,865.5298987694691,865.5680536723175,m,n,0,manawa,1200,865.4259034698163,865.8877069695149,kēia,ʻaʻole,,
KLH014a,KLH014a_1532,a,3495,0.12124780238514177,865.658777552424,865.7800253548091,n,w,0,manawa,1200,865.4259034698163,865.8877069695149,kēia,ʻaʻole,,
KLH014a,KLH014a_1533,a,3497,0.05426475071783443,865.833442218797,865.8877069695149,w,ʻ,0,manawa,1200,865.4259034698163,865.8877069695149,kēia,ʻaʻole,,
KLH014a,KLH014a_1534,a,3499,0.1203902409067723,865.9267097590932,866.0471,ʻ,ʻ,0,ʻaʻole,1201,865.8877069695149,866.2633207908898,manawa,hana,,
KLH014a,KLH014a_1535,o,3501,0.0813971260766948,866.0725462766475,866.1539434027242,ʻ,l,0,ʻaʻole,1201,865.8877069695149,866.2633207908898,manawa,hana,,
KLH014a,KLH014a_1536,e,3503,0.05426475071783443,866.209056040172,866.2633207908898,l,h,0,ʻaʻole,1201,865.8877069695149,866.2633207908898,manawa,hana,,
KLH014a,KLH014a_1537,a,3505,0.0686788251272219,866.3404784833167,866.4091573084439,h,n,0,hana,1202,866.2633207908898,866.5668642402177,ʻaʻole,-,,
KLH014a,KLH014a_1538,a,3507,0.05172109052796259,866.5151431496897,866.5668642402177,n,sp,0,hana,1202,866.2633207908898,866.5668642402177,ʻaʻole,-,,
KLH014a,KLH014a_1539,ai,3511,0.09920274740602508,867.6079445512898,867.7071472986959,p,n,0,painaʻāpala,1204,867.4994150498542,868.2775609354921,-,nō,,
KLH014a,KLH014a_1540,a,3513,0.07016046611624915,867.7749782370931,867.8451387032094,n,ʻ,0,painaʻāpala,1204,867.4994150498542,868.2775609354921,-,nō,,
KLH014a,KLH014a_1541,ā,3515,0.0983548606760678,867.8510739103192,867.9494287709953,ʻ,p,0,painaʻāpala,1204,867.4994150498542,868.2775609354921,-,nō,,
KLH014a,KLH014a_1542,a,3517,0.07816807812776005,868.0561,868.1342680781278,p,l,0,painaʻāpala,1204,867.4994150498542,868.2775609354921,-,nō,,
KLH014a,KLH014a_1543,a,3519,0.07546191896699384,868.2020990165252,868.2775609354921,l,n,0,painaʻāpala,1204,867.4994150498542,868.2775609354921,-,nō,,
KLH014a,KLH014a_1544,ō,3521,0.03594477018202724,868.380155229818,868.4161,n,h,0,nō,1205,868.2775609354921,868.4161,painaʻāpala,hoʻi,,
KLH014a,KLH014a_1545,o,3523,0.07546191896699384,868.4926293967703,868.5680913157373,h,ʻ,0,hoʻi,1206,868.4161,868.728341907701,nō,-,,
KLH014a,KLH014a_1546,i,3525,0.12718300949495642,868.601158898206,868.728341907701,ʻ,sp,0,hoʻi,1206,868.4161,868.728341907701,nō,-,,
KLH014a,KLH014a_1547,a,3527,0.08992715390184003,868.7961728460982,868.8861,sp,u,0,a,1208,868.7961728460982,868.8861,-,ua,excresc ʻokina,
KLH014a,KLH014a_1548,u,3528,0.13052339588932682,868.8861,869.0166233958894,a,a,0,ua,1209,868.8861,869.0853022210167,a,pau,,
KLH014a,KLH014a_1549,a,3529,0.06867882512733559,869.0166233958894,869.0853022210167,u,p,0,ua,1209,868.8861,869.0853022210167,a,pau,,
